timestamp,btc_price,adx_15m,dmp_15m,dmn_15m,atr_15m,volume_15m
2026-04-02T03:45:02.913971+00:00,66591.1,33.35,7.78,31.49,315.78,265.63
2026-04-02T04:00:03.859687+00:00,66576.25,49.14,6.7,31.46,303.52,142.89
2026-04-02T04:15:03.357101+00:00,66538.6,45.5,6.73,29.6,292.68,373.04
2026-04-02T04:30:03.222641+00:00,66416.63,39.66,6.8,30.96,290.34,156.98
2026-04-02T04:45:03.325242+00:00,66334.01,46.78,5.9,32.8,285.94,176.66
2026-04-02T05:00:03.989398+00:00,66359.99,44.16,8.0,31.74,273.67,182.73
2026-04-02T05:15:02.963379+00:00,66388.57,62.56,7.92,32.92,267.05,184.01
2026-04-02T05:30:02.951899+00:00,66487.94,61.11,7.78,31.27,256.58,130.89
2026-04-02T05:45:03.017343+00:00,66582.25,52.56,12.11,27.29,257.96,528.24
2026-04-02T06:00:04.118011+00:00,66609.99,61.09,11.5,28.81,251.98,123.14
2026-04-02T06:15:02.966357+00:00,66573.44,48.97,11.33,24.7,238.31,97.5
2026-04-02T06:30:03.052974+00:00,66628.31,43.16,18.53,22.83,238.48,211.24
2026-04-02T06:45:02.851767+00:00,66549.9,44.0,15.76,23.1,231.87,86.8
2026-04-02T07:00:04.399399+00:00,66672.42,40.13,15.17,21.62,224.63,97.75
2026-04-02T07:15:02.976950+00:00,66580.0,36.9,15.53,20.53,219.35,70.81
2026-04-02T07:30:03.286846+00:00,66681.58,35.87,14.75,19.64,213.34,72.99
